最尼玛	-6.704000126
扰民	-6.497564459
fuck...	-6.329633904
RNM	-6.218612844
wcnmlgb	-5.96710044
2.5:	-5.904596483
Fxxk	-5.872474736
MLP	-5.872474736
吃哑巴亏	-5.771204196
IAQI	-5.771078371
MLGBD	-5.694081915
NNND	-5.662284626
MLGB.	-5.604577436
成甘	-5.604577436
最桑	-5.604577436
真无语	-5.604577436
ＴＭ	-5.604577436
次奥次奥次奥	-5.592582871
cnmd	-5.544465458
MBD	-5.502801098
NNDX	-5.481739518
水蛭	-5.481739518
美素丽	-5.481739518
草尼	-5.481739518
凌迟	-5.46005373
尼玛尼玛尼玛	-5.426225575
冠周炎	-5.416161904
加塞儿	-5.416161904
日尼玛	-5.416161904
朝仲	-5.416161904
MD...	-5.347460929
shit....	-5.347460929
人清	-5.347460929
风疹块	-5.347460929
ＴＭＤ	-5.347460929
真桑心	-5.304404434
NND...	-5.275324126
延机	-5.275324126
毛明天	-5.275324126
逆流	-5.275324126
肺病	-5.234152591
5555ACCOUNT_	-5.199389659
NTR	-5.199389659
Shit.	-5.199389659
nnd.	-5.199389659
化学药品	-5.199389659
章珊珊	-5.199389659
桑心桑	-5.172972805
mbd	-5.11923534
尼玛让	-5.11923534
重启后	-5.11923534
太桑	-5.11899808
mlgbd	-5.102415881
DIU	-5.034364415
mmmp	-5.034364415
no....	-5.034364415
ohshit	-5.034364415
tmd.	-5.034364415
让不让	-5.034364415
肠痉挛	-5.004713104
欺人太甚	-4.964425666
13803883303	-4.944186898
Crixus	-4.944186898
NDYD	-4.944186898
TouchTao	-4.944186898
fxxking	-4.944186898
no..	-4.944186898
求淡定	-4.944186898
电子电路	-4.944186898
费爱华	-4.944186898
路雪旗	-4.944186898
甘嘎	-4.880543312
MLGB...	-4.847994672
NNd	-4.847994672
QNMLGBD	-4.847994672
TMd	-4.847994672
mlp	-4.847994672
先好	-4.847994672
半仲	-4.847994672
拉普拉斯	-4.847994672
梗阻	-4.847994672
欧尼玛	-4.847994672
解又	-4.847994672
解成	-4.847994672
遗忘症	-4.847994672
马丹	-4.847994672
毛为毛	-4.779857744
40.2	-4.74492769
55555......	-4.74492769
5.55556E+17	-4.74492769
@／	-4.74492769
MLGBZ	-4.74492769
NNDACCOUNT_	-4.74492769
O33	-4.74492769
SOB	-4.74492769
Upset	-4.74492769
二三十分	-4.74492769
先黎	-4.74492769
吐尼玛	-4.74492769
善宇	-4.74492769
回天无力	-4.74492769
忴	-4.74492769
正爽	-4.74492769
趾头	-4.74492769
醒仲	-4.74492769
fuckfuckfuck	-4.744671404
么劲	-4.708605393
桑心好	-4.671614599
55555555555	-4.666174592
尼玛阿	-4.660752804
下泻	-4.645116391
TNND	-4.641595866
100.91万亿	-4.633927129
3gs	-4.633927129
555555	-4.633927129
5.55556E+18	-4.633927129
776803828	-4.633927129
Fxxx	-4.633927129
OS6.1	-4.633927129
Scheisse	-4.633927129
WQNMLGBD	-4.633927129
barely	-4.633927129
cao.	-4.633927129
cazzo	-4.633927129
cnmgb	-4.633927129
mlgbz	-4.633927129
nngx	-4.633927129
sleeplessness	-4.633927129
wcnm	-4.633927129
€|	-4.633927129
个协	-4.633927129
剮	-4.633927129
吾通真	-4.633927129
心欲	-4.633927129
次奥真	-4.633927129
武哲	-4.633927129
毛明明	-4.633927129
毛用	-4.633927129
法克法克法克	-4.633927129
玛淡	-4.633927129
自寻短见	-4.633927129
负号	-4.633927129
麻尼	-4.633927129
Ｔｍ	-4.633927129
NND	-4.608595039
nnd	-4.592707464
5.55556E+12	-4.55458657
下泄	-4.554448961
mmp	-4.547072493
@／：	-4.513668993
WTF.	-4.513668993
aaaaaaaaaaa	-4.513668993
nndx	-4.513668993
五六七八九十	-4.513668993
仲吾训	-4.513668993
傅里	-4.513668993
六点二	-4.513668993
划子	-4.513668993
又贵	-4.513668993
含家	-4.513668993
噶得	-4.513668993
孙某	-4.513668993
尼玛得	-4.513668993
异化	-4.513668993
慛	-4.513668993
拉关系	-4.513668993
林靖恩	-4.513668993
求复活	-4.513668993
热尼玛	-4.513668993
猛长	-4.513668993
玛火大	-4.513668993
绦虫	-4.513668993
跣	-4.513668993
邓某	-4.513668993
钟才能	-4.513668993
钱伯	-4.513668993
铅块	-4.513668993
饥寒交加	-4.513668993
cao	-4.513668993
出乱子	-4.513368145
肺痨	-4.513307968
555555555	-4.474127041
Shit	-4.471431992
欲哭无泪	-4.467497757
泥煤	-4.465449813
cnmlgb	-4.4584922
Md	-4.455079348
次奥次奥	-4.441835256
法克	-4.436485212
WTH	-4.427220759
英雄汉	-4.427220759
训吾	-4.427220759
躁狂症	-4.409291652
mlgb	-4.408225468
无名火	-4.407933074
窝火	-4.391360257
44.40%	-4.382467433
55...	-4.382467433
5555....	-4.382467433
55555555ACCOUNT_	-4.382467433
8149	-4.382467433
95583	-4.382467433
FUCKACCOUNT_	-4.382467433
KMN	-4.382467433
MlGB	-4.382467433
Motherfucker	-4.382467433
PPT...	-4.382467433
TAT.....	-4.382467433
TNND.	-4.382467433
cityrail	-4.382467433
consulting	-4.382467433
database	-4.382467433
division	-4.382467433
fml	-4.382467433
fuxking	-4.382467433
myki	-4.382467433
nnnd	-4.382467433
odk	-4.382467433
wqnmlgbd	-4.382467433
一個咁	-4.382467433
一點氣	-4.382467433
保释金	-4.382467433
兰可儿	-4.382467433
出口商	-4.382467433
卡费	-4.382467433
卫生费	-4.382467433
喉风	-4.382467433
姚非	-4.382467433
尤桑	-4.382467433
尼玛地	-4.382467433
尼玛白	-4.382467433
尼玛的尼玛	-4.382467433
布鲁姆米兰达	-4.382467433
忟	-4.382467433
我连	-4.382467433
我长	-4.382467433
数据表	-4.382467433
日放	-4.382467433
查档	-4.382467433
毛训	-4.382467433
清洲	-4.382467433
玛得	-4.382467433
盗窃罪	-4.382467433
神经炎	-4.382467433
能教	-4.382467433
解人	-4.382467433
逐句	-4.382467433
马月才	-4.382467433
黑成甘	-4.382467433
KAO	-4.381996705
谢特	-4.357348606
精神损失费	-4.349950836
救救	-4.337777224
NND.	-4.335600756
TMMD	-4.326041912
智牙	-4.319633982
TMD.	-4.297189126
555555	-4.295951147
WCNMLGB	-4.287512236
钟仲	-4.287512236
鬼天	-4.271001173
尼玛玛	-4.259193314
艹	-4.245711195
WTF	-4.242939585
0.2kg	-4.238129542
010-67679910	-4.238129542
7456	-4.238129542
8437	-4.238129542
CONTROL	-4.238129542
Delayed	-4.238129542
FXXX	-4.238129542
MLGBZD	-4.238129542
Mmd	-4.238129542
OS6.0.1	-4.238129542
QNMGB	-4.238129542
STRESS	-4.238129542
SUCKS	-4.238129542
TTTTTTTTTTTTTTTT	-4.238129542
bothering	-4.238129542
cao..	-4.238129542
ctmd	-4.238129542
disorder	-4.238129542
downdowndown	-4.238129542
h7n9.	-4.238129542
insomnia.	-4.238129542
mastercard	-4.238129542
qua	-4.238129542
sad..	-4.238129542
wcnmgb	-4.238129542
ㄩ	-4.238129542
一病病	-4.238129542
一種錯	-4.238129542
三点.	-4.238129542
三酉	-4.238129542
么非	-4.238129542
五爽	-4.238129542
仲洗	-4.238129542
伯言	-4.238129542
八点二	-4.238129542
八点二十五	-4.238129542
六点七	-4.238129542
冷醒	-4.238129542
办发	-4.238129542
困人	-4.238129542
太生	-4.238129542
孟钰	-4.238129542
尼玛刚	-4.238129542
尼玛加	-4.238129542
尼玛尼	-4.238129542
崔钟显	-4.238129542
平一波	-4.238129542
戈比	-4.238129542
梦中梦	-4.238129542
横眉竖眼	-4.238129542
次奥阿	-4.238129542
永胜县	-4.238129542
消音器	-4.238129542
班仲	-4.238129542
甘声	-4.238129542
甘放	-4.238129542
白乎乎	-4.238129542
百分之六	-4.238129542
类人猿	-4.238129542
组织液	-4.238129542
花克	-4.238129542
解我仲	-4.238129542
谢特谢特	-4.238129542
遏止	-4.238129542
金贵	-4.238129542
青红皂白	-4.238129542
鬼剃头	-4.238129542
Ｆｕｃｋ	-4.238129542
ＮＮＤ	-4.238129542
MMMP	-4.237765374
MD.	-4.237661309
祸不单行	-4.230775554
毛雨	-4.206998082
wtf	-4.205835469
神经衰弱	-4.201682719
闹肚子	-4.190955174
MD	-4.190678829
NNGX	-4.186241695
nmd	-4.175636364
MMP	-4.173689524
救命	-4.165345623
qnmlgb	-4.16382326
SHIT	-4.162182475
命苦	-4.160816244
MLGB	-4.158337345
越霖	-4.150712097
OS6.1.3	-4.132809558
圣姑	-4.132809558
塔玛	-4.132809558
翻胃	-4.132809558
次奥	-4.124822997
CNMLGB	-4.101249851
好端端	-4.088397774
%%￥	-4.077729126
19.1KB	-4.077729126
2Kg	-4.077729126
555.....	-4.077729126
555555...	-4.077729126
5555555ACCOUNT_	-4.077729126
7828	-4.077729126
FuCK	-4.077729126
GNM	-4.077729126
MD....	-4.077729126
MDMDMD	-4.077729126
MLGP	-4.077729126
Merde	-4.077729126
NMBD	-4.077729126
PSN	-4.077729126
QQQQQQQQQQQQQQQQ	-4.077729126
S60V3	-4.077729126
Shit...	-4.077729126
TAT....	-4.077729126
T_TT_TT_TT_T	-4.077729126
WCNM	-4.077729126
WOCAO	-4.077729126
aware	-4.077729126
ctrl+s	-4.077729126
e109	-4.077729126
hem	-4.077729126
marre	-4.077729126
midterms	-4.077729126
mlg	-4.077729126
ntmd	-4.077729126
paperpass	-4.077729126
ppt...	-4.077729126
presen	-4.077729126
puke	-4.077729126
shi..	-4.077729126
shitshitshit	-4.077729126
tpo	-4.077729126
zemi	-4.077729126
′⌒	-4.077729126
一個見	-4.077729126
一坐坐	-4.077729126
一摊摊	-4.077729126
一顿顿	-4.077729126
两三点	-4.077729126
五训	-4.077729126
代数和	-4.077729126
令狐聪	-4.077729126
何解会	-4.077729126
六一一点	-4.077729126
冷得	-4.077729126
十二点十五	-4.077729126
历史唯物主义	-4.077729126
又浪	-4.077729126
反光	-4.077729126
叶菡丹	-4.077729126
哈切列	-4.077729126
国别	-4.077729126
天天学	-4.077729126
学硕	-4.077729126
导护	-4.077729126
尼玛老	-4.077729126
我我	-4.077729126
抽搭	-4.077729126
搬运费	-4.077729126
文山会海	-4.077729126
无野	-4.077729126
水荒	-4.077729126
热阿阿阿	-4.077729126
焦甘	-4.077729126
猪瘟	-4.077729126
甘迟训	-4.077729126
痛切	-4.077729126
百分之七	-4.077729126
皇历	-4.077729126
真无良	-4.077729126
稳操胜券	-4.077729126
窦性	-4.077729126
腕骨	-4.077729126
药疹	-4.077729126
菲兹	-4.077729126
蚣	-4.077729126
西土城	-4.077729126
都木	-4.077729126
醒后	-4.077729126
醒好	-4.077729126
重启中	-4.077729126
錨	-4.077729126
钟云	-4.077729126
钡餐	-4.077729126
阴工	-4.077729126
除臭剂	-4.077729126
马勒比	-4.077729126
马和	-4.077729126
黄牌警告	-4.077729126
2000	-4.077729126
卄	-4.077322126
次奥尼玛	-4.077322126
毛木	-4.077322126
门卡	-4.077322126
TMB	-4.077205819
Mlgb	-4.077186433
Tmd	-4.07713603
NMD	-4.067135999
拉肚子	-4.050777905
周喜军	-4.04280877
草尼玛	-4.025010406
恨死	-4.024246832
发冷	-4.021808892
tnn	-4.019614935
钟都仲	-4.019614935
md	-4.015080574
倒霉	-4.010364412
fuckACCOUNT_	-4.007705809
麻醉针	-4.007705809
尼玛尼玛	-3.997382276
5555555555	-3.996624826
阴公	-3.984137928
落枕	-3.981150234
泰诺	-3.976810209
电钻	-3.964859018
5.55556E+16	-3.959502957
克奥	-3.959502957
孙维	-3.959502957
我草	-3.959502957
桑心	-3.959502957
牙髓	-3.959502957
袁泽	-3.959502957
旧病	-3.946334563
麦粒肿	-3.942461419
nmlgb	-3.938746497
反胃	-3.938619368
恶梦	-3.935680088
蓝可儿	-3.927567202
尼玛勒	-3.923864825
5.55556E+11	-3.917838598
扁桃体	-3.910499535
可恶	-3.902592706
T_TT_T	-3.896777017
caonima	-3.896777017
道勋	-3.896777017
PSI	-3.896684749
寒心	-3.896623234
药罐子	-3.888687695
CNM	-3.88486198
cnm	-3.879752158
气死	-3.875357697
扁桃腺	-3.870714679
6.1.3	-3.868834943
disgusting	-3.86120548
翻江倒海	-3.859008485
5.55556E+13	-3.85769441
倒胃口	-3.856073321
该死	-3.852548309
衰弱	-3.838873212
55555ACCOUNT_	-3.831199404
VBA	-3.831199404
whywhywhy	-3.831199404
家仲	-3.824910994
Damn	-3.818436547
别尼玛	-3.811762298
冷汗	-3.811509471
麻痹	-3.801653632
中耳炎	-3.80151628
悲催	-3.798636281
shit	-3.795673112
FK	-3.792912524
求治	-3.787027577
不祥之兆	-3.782320683
扁桃	-3.78068669
难受	-3.779800133
破相	-3.779020439
embarrassed	-3.762498429
搞臭	-3.762498429
血晕	-3.762498429
赖野	-3.762498429
那尼玛	-3.762498429
NMB	-3.762281417
三点	-3.752265702
fk	-3.741442021
出冷汗	-3.7393879
CNMD	-3.733971775
吾通	-3.733971775
误事	-3.723864253
NMLGB	-3.707129247
头晕眼花	-3.691085127
cs6	-3.690361625
三十七八	-3.690361625
明细账	-3.690361625
杀害	-3.690361625
解成日	-3.690361625
髌骨	-3.690361625
仲洗训	-3.690255165
考尼玛	-3.690255165
fuck	-3.679130393
sigh	-3.663244709
乌青	-3.663244709
无语	-3.661496414
工伤	-3.659980653
噩梦	-3.656241866
wqnmlgb	-3.651339286
fuck.	-3.647226043
Diu	-3.645172345
QNMD	-3.645172345
半醒	-3.645172345
阿西巴	-3.645172345
headache	-3.645062497
水土不服	-3.64418952
头昏脑胀	-3.642703419
烦燥	-3.632886771
憎	-3.627157469
QNMLGB	-3.626603702
崩溃	-3.625084664
左膝	-3.620197381
哪样	-3.615750268
1月5日	-3.614427158
Merle	-3.614427158
依加	-3.614427158
保养费	-3.614427158
减数	-3.614427158
尔妹	-3.614427158
曾聪明	-3.614427158
毛越	-3.614427158
盘弄	-3.614427158
郑广美	-3.614427158
结膜炎	-3.61194087
38.4	-3.607116617
不翼而飞	-3.606713852
梦魇	-3.602164269
Wtf	-3.598635161
不定积分	-3.598635161
爆炸声	-3.598521712
Fuck.	-3.591813885
尼玛	-3.573155789
嚨	-3.572713235
气人	-3.571782318
智齿	-3.567250155
mmd	-3.565407404
止痛片	-3.558888953
烦	-3.550657864
桑森	-3.550546642
厌食症	-3.547839387
荨麻疹	-3.545933975
尼玛真	-3.540591837
呜呜	-3.539448046
头晕目眩	-3.539367739
Hotmail	-3.534272839
IE9	-3.534272839
TmD	-3.534272839
WDB	-3.534272839
annoyed	-3.534272839
nimei	-3.534272839
zhua	-3.534272839
灵山县	-3.534272839
羞愤	-3.534272839
过秤	-3.534272839
食古不化	-3.534272839
驴肝肺	-3.53401863
FUCK	-3.532098201
5555555	-3.530878791
牙痛	-3.519833536
WQNMLGB	-3.519723021
火冒三丈	-3.517071329
安眠药	-3.511055947
过分	-3.508454216
头疼	-3.507168944
邦迪	-3.506332054
55555	-3.502059452
555ACCOUNT_	-3.500799779
sad...	-3.500799779
我日	-3.500799779
摆架子	-3.500799779
死难	-3.500799779
咽喉炎	-3.49673253
38.3	-3.496091456
苦口良药	-3.496091456
无良	-3.495002442
自找麻烦	-3.494703726
钻心	-3.49289061
TMD	-3.487136499
shit...	-3.478045005
尼玛热	-3.476486586
懊	-3.476486586
NM	-3.466289808
心神不定	-3.462876617
蚊子	-3.4609059
呜呼哀哉	-3.459579195
坑爹	-3.453584756
55555	-3.449401915
OMG..	-3.449401915
ccccc	-3.449401915
debuff	-3.449401915
helpACCOUNT_	-3.449401915
laozi	-3.449401915
一個噩	-3.449401915
二五八万一	-3.449401915
半先	-3.449401915
发痧	-3.449401915
头大	-3.449401915
奥尼玛	-3.449401915
月真	-3.449401915
杜冷丁	-3.449401915
殴斗	-3.449401915
求包养	-3.449401915
牍	-3.449401915
甘流	-3.449401915
程颖婕	-3.449401915
肉赤	-3.449401915
@￥%	-3.449276101
奥次奥	-3.449276101
百日咳	-3.449276101
MGB	-3.449222177
训训	-3.449150276
于心何忍	-3.449128393
潰	-3.445660597
nm	-3.440631517
恶性循环	-3.440611102
卧床不起	-3.43658744
哪门子	-3.435129181
绞痛	-3.434246656
HELP	-3.430915721
出毛病	-3.425909232
难闻	-3.425587713
nmb	-3.417949466
不祥	-3.417590034
	-3.417300506
噩耗	-3.414880603
作呕	-3.412539512
